	Descricao
470	CHAVE L LONGA GALVANIZADA 12 MM
471	CHAVE L LONGA GALVANIZADA 13MM FERTAK
472	CHAVE L LONGA GALVANIZADA 14 MM
473	CHAVE L LONGA GALVANIZADA 15MM FERTAK
474	CHAVE L LONGA GALVANIZADA 16 MM
475	CHAVE L LONGA GALVANIZADA 17MM FERTAK
476	CHAVE L LONGA GALVANIZADA 19MM FERTAK
477	CHAVE P/ MANDRIL 13MM 1/ 2  BESTFER
478	CHAVE TESTE 3X140MM - 100V A 250V
479	COLHER PEDREIRO GAVILAN REDONDA 7 FERTAK
480	COLHER PEDREIRO REDONDA 8 KALA
481	COLHER PEDREIRO GAVILAN REDONDA 9 FERTAK
482	COLHER PEDREIRO GAVILAN REDONDA 10 FERTK
483	CORTADOR DE VIDRO
484	DISCO DE CORTE METAL 115 X 1.2 FERTAK
485	DISCO ABRAS CORTE INOX W-MAX 180X1,6X22
486	DISCO DE DESBASTE4.1/2X1/4X7/8 INOX FERT
487	DISCO DE DESBASTE 7X1/4X7/8 INOX FERTAK
488	DISCO DE LIXA 115 X 22MM. GRIT 16 - OA
489	DISCO DE LIXA 115X22MM GRIT 24-OA FERTAK
490	DISCO DE LIXA 115X22MM GRIT 36-OA FERTAK
491	DISCO DE LIXA 115X22MM GRIT 40-OA FERTAK
492	DISCO DE LIXA 115X22MM GRIT 50-OA FERTAK
493	DISCO DE LIXA 115X22MM GRIT 80-OA FERTAK
494	DISCO DE LIXA 115X22MM GRIT 100-OA FERTK
495	DISCO DE LIXA 115X22MM GRIT 120-OA FERTK
496	DISCO DE LIXA 180X22MM GRIT 24-OA FERTAK
497	DISCO DE LIXA 180X22MM GRIT 50-OA FERTAK
498	DISCO LIXA ALUMINA 115MM G80 LOTUS
499	DISCO DE LIXA 115X22MM GRIT 60-OA FERTAK
500	DISCO DE LIXA 180X22MM GRIT 40-OA FERTAK
501	DISCO DE LIXA 180X22MM GRIT 60-OAFERTAK
502	DISCO DE LIXA 180 X 22MM. GRIT 100 - OA
503	DISCO DE LIXA 180 X 22MM. GRIT 120 - OA
504	DISCO DE SERRA CIRCULAR 110X72 FERT/BEST
505	SERRA CIRCULAR 4 P/MAD 110MM 24D WAVES
506	DISCO DIAM CONTINUO 20X110 MM DB FERTAK
507	DISCO DIAM TURBO 20 X 110 MM FERTAK
508	DISCO FLAP CON 4-1/2"115MM GR 36 FERTAK
509	DISCO FLAP CON 4.1/2"-115MM-GR 40 FERTAK
510	DISCO FLAP CON 4-1/2"115MM-GR 50 FERTAK
511	DISCO FLAP CON 4-1/2"115MM GR 60 FERTAK
512	DISCO FLAP CON 4-1/2"115MM-GR 100 FERTAK
513	DISCO FLAP CON 4.1/2"115MM GR 120 FERTAK
514	DISCO FLAP CON 7" - 180MM - GR 60 FERTAK
515	DISCO FLAP CON 7" - 180MM - GR 80 FERTAK
516	DISCO FLAP CON 7" - 180MM GR 120 FERTAK
517	DISCO P/ MAD C TUNGSTENIO - 110 X 20 MM
518	ESQUADRO DE ACO 10
519	ESQUADRO DE ACO 12 30CM FERTAK
520	TE ADAPTADOR DE 20A P/ 10A#
521	ESTILETE 1 LAMINA DB - FERTAK
522	GRAMPO TIPO C - 02"
523	GRAMPO TIPO C - 04"
524	GRAMPO TIPO C - 05"
525	CONJ PLACA 4X2 CEGA BR COM SUPORTE B3 MG
526	CONJ PLACA 4X4 CEGA BR COM SUPORTE B3 MG
527	CONJ 1TOM 2P+T 10A-250V +2INT SIM 10A B3
528	CONJ 2 INT PARAL SEP 10A-250V 4X2 B3 MG
529	CONJ 2 INT SIMPLES 10A-250V 4X2 BR B3 MG
530	CONJ 2 TOM PAD BRAS 2P+T SEPARADA 10A B3
531	CONJ 2 TOM PAD BRAS 2P+T SEPARADA 20A B3
532	CONJ 3 INT SIMPLES 10A-250V 4X2 BR B3
533	GRAMPO TIPO C - 06"
534	CONJ 3 TOM PAD BRAS 2P+T 10A-250V 4X2 B3
535	GRAMPO TIPO C - 08"
536	CONJ 1 CIGARRA 220V 4X2 BR B3
537	CONJ 1 INT BIPOLAR SIMP 25A-250V 4X2 B3
538	GRAMPO TIPO C - 10"
539	JG BITS 7 PCS C/ ADAP MAGNETICO - FERTAK
540	CONJ 1 INT PULSADOR CAMPAINHA 4X2 B3 MG
541	JG BITS PHILLIPS 05 PCS CRV 50 MM FERTAK
542	CONJ INT SIM 10A-250V +2TOM 2P+T 20A B3
543	JG CHAVE LONGA HEXAGONAL 9PCS CRV TOP
544	JG CHAVE LONGA TORQUE 9PCS CRV FERTAK
545	CONJ 1TOM 2P+T 10A-250V +1INT SIM 10A B3
546	JG CHAVE PEQ HEXAGONAL 9PCS CRV TOP
547	CONJ 1 INT PARALELO 10A-250V 4X2 MG B3
548	JG CHAVE PEQUENA TORQUE 9PCS CRV FERTAK
549	JG CHAVEIRO HEXAGONAL 8 PCS FERTAK
550	JG DE BROCAS CONCRETO 8 PECAS FERTAK
551	JG DE BROCAS METAL 8 PECAS FERTAK
552	JG DE CHAVES FENDA PHILLIPS 2/2 FERTAK
553	CONJ 1 INT SIMPLES 4X2 10A B3 MG
554	JG DE CHAVES FENDA PHILLIPS 3/3 FERTAK
555	CONJ TOM INFORMATICA RJ45 CAT5E 4X2 B3
556	JG SOQUETE SEXT 40PC C/CHAVE CATRACA FER
557	CONJ TOMADA TELEFONE RJ11 4FIOS 4X2 B3
558	CONJ TOMADA TV COAXIAL 75 OHMS 4X2 B3
559	JOGO DE GRAMPO TIPO C - 3 PCS (1"-2"3")
560	CONJ 1TOM PAD RENOV 2P+T 10A-250V 4X2 BR
561	CONJ 1TOM PAD 2P+T 20A-250V 4X2 B3 MG
562	CONJ VARIADOR DE LUMINOSIDADE / VELOCIDA
563	KIT CHAVE FIXA 8 PCS - FERTAK
564	KIT CHAVES COMBINADA 06 PCS FERTAK
565	KIT CHAVES COMBINADA 11 PCS FERTAK
566	DR-30 P2-40A BIPOLAR DIFEREN RESIDUAL MG
567	LUVA PIGMENTADA 10 BRANCO 550G - FERTAK
568	LUVA PIGMENTADA 10 550G PRETO FERTAK
569	MANDRIL 3/8 10MM C/CHAVE 24UNF LOTUS
570	MARRETA DE BORRACHA 08OZ 40MM FERTAK
571	MARRETA DE BORRACHA 16OZ 60MM FERTAK
572	MULTIMETRO DIGITAL FERTAK
573	FECH. 803/03 - ESP. INOX (G) STAM
574	NIVEL 30CM 12 3 BOLHAS FERTAK
575	FECH. 813/03 - ESP. INOX STAM
576	NIVEL 30CM PROFISSIONAL 12 3 BOLHAS FERT
577	FECH. 823/03 - ESP. INOX STAM
578	FECH. 803/11 - ESP. INOX (G) EXT.STAM
579	FECH. 823/11 - ESP. INOX STAM
580	FECH. 803/10 - ESP. INOX (G) EXT. STAM
581	FECH. 823/10 - ESP. INOX STAM
582	FECH.803/21-ROSETA QUAD INOX(G) EXT.STAM
583	FECH. 823/21 - ROSETA QUAD INOX WC STAM
584	FECH. 804/03 - ESP. INOX EXT. (G) STAM
585	FECH. 814/03 - ESP. INOX INT STAM
586	FECH. 824/03 - ESP. INOX  INT- WC STAM
587	FECH. 1801/21 - ESP. INOX (G) EXT.STAM
588	FECH. 1810/21 - ESP. INOX INTERNA STAM
589	FECH. 1810/21 ESP. INOX STAM WC
590	FECH.1801/21 - ESP. OXIDADO (G) EXT.STAM
591	FECH 1820/21 ESP INOX E-COAT WC STAM
592	FECH.1810/21 ESP OXIDADO ECOAT INT.STAM
593	FECH. 1801/13 - ESP. INOX (G) EXT STAM
594	PASSA FIO COM ALMA DE ACO 10 M - FERTAK
595	PASSA FIO COM ALMA DE ACO 15 M - FERTAK
596	PASSA FIO COM ALMA DE ACO 20 M
597	PASSA FIO COM ALMA DE ACO 30 M
598	PEDRA AFIAR DUPLA FACE RET 6X2X1 FERTAK
599	PEDRA PARA AFIAR TIPO CANOA 225MM FERTAK
600	PNEU P/ CARRINHO DE MAO 3.25 X 8 FERTAK
601	PONTEIRA ACO SEXTAVADA 25CMX16MM FERTAK
602	PRUMO 500 G
603	PULVERIZADOR C/ RESERVATORIO DE 350ML
604	FECH. 1820/13 - ESP. INOX WC STAM
605	PULVERIZADOR MANUAL 1000 ML
606	PULVERIZADOR MANUAL 500 ML
607	PULVERIZADOR 1.5 L
608	FECH. 201 - PRETO FOSCO STAM
609	FECH. 1201 - PRETO FOSCO STAM
610	FECH. 603/01 BUZ.74MM 1/2 MAC. INOX STAM
611	CLASS 3400-40MM INOX QUAD EXT STAM
612	DOBRA FERRGG PIVOTAN 150KG  ZINC STAM
613	FECH. 1004 ROSETA INOX STAM
614	FECH. 301 - NIQUELADO CCSD STAM
615	FECH. 302 - NIQUELADO CCSD STAM
616	FECH. 901 - ESP. INOX STAM
617	CIL GORJE 803/804/1801 C/PARAF CROM STAM
618	REBOLO DIAM SEGMENTADO-115 MMXM14 FERTAK
619	REBOLO DIAM TURBO - 115 MM X M14
620	REGISTRO ESFERA EM LIGA DE ZINCO 1/2
621	REGISTRO ESFERA EM LIGA DE ZINCO 3/4
622	CLASS 3200 40MM ROS.QUADRADA - EXT STAM
623	FECH.1005 T.ROLETE QUAD. CROMADA STAM
624	FECH. 1005 T. ROLETE ROS. RED. INOX STAM
625	PIA INOX BRANOX 120X54X13 CB/RT/ES 430
626	PIA INOX C/ESCORREDO 1,20M C/C S/VALV#
627	PIA ESC C3 180 CM A430
628	ABRAC.AC.REXON 9MM 9X13 100X1
629	ANCINHO TRAM.CURVO 12D 12X1
630	WHITE LUB SUP.SINT. AER. 6X300ML
631	BALDE THOMPS.CONCRETO 12L 6X1
632	COLHER PEDREIRO 10" CANT. REDONDO PACETA
633	SEPARADOR DE PISO CORTAG 1,5MM C/100
634	SEPARADOR DE PISO CORTAG 03MM C/100
635	ESPATULA PRATIK 8CM CB.PL.12X1
636	EXTENSAO ELETRICA PP 3X0;75MM 3M DANEVA
637	EXTENSAO ELETRICA PP 3X0;75MM 5M DANEVA
638	FACAO TRAMONTINA P/MATO 12''
639	FACAO TRAMONTINA P/MATO 14"
640	FACAO TRAMONTINA P/MATO 16''
641	FACAO MATO MACHETE CAB PLAST 18 TRAMO
642	FILTRO L.4T PRATIK 1M PTO
643	FILTRO L.6T PRATIK 1M PTO
644	FITA ISOLANTE 3M 33+ 19MM X 10M SCOTCH#
645	FITA ISOL.3M AUTO FUSAO 19MM X 2M
646	FITA ISOL.3M AUTO FUSAO 19MM X 5M
647	FITA ISOLANTE 3M IMPERIAL 18MMX20M
648	FITA ISOLANTE 3M IMPERIAL 18MMX5M
649	FITA ISOLANTE 3M 18X5M SM 24X1
650	GANCHO REDE PARAFU ZINC - SILVANA 24X1
651	LIMA P/ENXADA 8" POLEGADA C/CABO K&F
652	LIMPA CONTATO ELET 209G ORBI
653	MARTELO DE UNHA 20MM - TRAMONTINA
654	MARTELO DE UNHA 25MM HOBBY TRAMONTINA
655	MARTELO DE UNHA 23MM TRAMONTINA
656	MARTELO DE UNHA 29MM - TRAMONTINA
657	PICARETA PA E PONTA S/CABO MINASUL
658	SERRA STARRET BIME.BS1218 UND
659	SERROTE DIAMANTE 18" - RAMADA
660	SERROTE RAMADA HOBBY 14P
661	SERROTE RAMADA HOBBY 18P
662	TRENA STARRETT DE BOLSO 25MMX8M
663	REGISTRO MAQ DE LAVAR ZINCO 1/2 X 3/4
664	RODA MACICA CAR DE MAO 1" X 80 X 350 MM
665	SERRA COPO KIT 8PCS FERTAK
666	SOLID CHAVE DE FENDA 1/4X4 FERTAK
667	SOLID - CHAVE DE FENDA 1/4 X 5 FERTAK
668	SOLID - CHAVE DE FENDA 1/4 X 6 FERTAK
669	SOLID - CHAVE DE FENDA 1/4 X 8 FERTAK
670	SOLID - CHAVE DE FENDA 1/4 X10
671	SOLID - CHAVE DE FENDA 1/8 X 4 FERTAK
672	SOLID CHAVE DE FENDA 1/8X5 FERTAK
673	SOLID CHAVE DE FENDA 1/8X6 FERTAK
674	SOLID - CHAVE DE FENDA 1/8X8 FERTAK
675	SOLID CHAVE DE FENDA 3/16X3 FERTAK
676	SOLID - CHAVE DE FENDA 3/16X4 FERTAK
677	SOLID CHAVE DE FENDA 3/16X5 FERTAK
678	SOLID - CHAVE DE FENDA 3/16 X 6 FERTAK
679	SOLID CHAVE DE FENDA 3/16X8 FERTAK
680	SOLID - CHAVE PHILLIPS 1/4 X 4 -FERTAK
681	SOLID - CHAVE PHILLIPS 1/4X5 FERTAK
682	SOLID - CHAVE PHILLIPS 1/4 X 6 FERTAK
683	SOLID - CHAVE PHILLIPS 1/4X8 FERTAK
684	SOLID - CHAVE PHILLIPS 1/4 X10 FERTAK
685	ANTICORROSIVO AEROSOL 300ML ORMEL
686	CAMARA AR P/ CARRINHO 3,25X8 LEVORIN
687	SOLID - CHAVE PHILLIPS 1/8 X 4 FERTAK
688	CORANTE BISNAGA GLOBO LARANJA 50ML
689	SOLID - CHAVE PHILLIPS 1/8 X 5 FERTAK
690	CORANTE BISNAGA GLOBO MARROM 50ML
691	CORANTE BISNAGA GLOBO AZUL 50ML
692	SOLID - CHAVE PHILLIPS 1/8 X 6 FERTAK
693	SOLID - CHAVE PHILLIPS 1/8 X 8 FERTAK
694	CORANTE BISNAGA GLOBO AMARELO 50ML
695	SOLID - CHAVE PHILLIPS 3/16X3 FERTAK
696	SOLID - CHAVE PHILLIPS 3/16X4 FERTAK
697	CORANTE GLOBOCOR BASE AGUA OCRE 50ML
698	SOLID - CHAVE PHILLIPS 3/16X5 FERTAK
699	CORANTE BISNAGA GLOBO PRETO 50ML
700	SOLID - CHAVE PHILLIPS 3/16 X 6 FERTK
701	CORANTE BISNAGA GLOBO VERDE 50ML
702	CORANTE BISNAGA GLOBO VIOLTETA 50ML
703	CORANTE BISNAGA GLOBO VERMELHO 50ML
704	PNEU CARRINHO 3,25X8 ENDURO 2 LEVORIN
705	SOLID - CHAVE PHILLIPS 3/16 X 8
706	SOQUETE MAG 65 X 14MM C/5 LOTUS
707	SUPORTE UNIVESAL P/ TV MINI 10 71 FERTAK
708	SUP MAO FRANCESA 48.5X26 CM BRANCO FERTA
709	SUP MAO FRANCESA PRETO - 19 X 12 CM
710	SUP MAO FRANCESA PRETO - 23 X 14 CM
711	SUP MAO FRANCESA PRETO - 29 X 16,5 CM
712	ABRACADEIRA RSF 2" A 2.1/2" 51-64 9MM
713	SUP MAO FRANCESA PRETO - 38,5 X 23,5 CM
714	SUP PARA PRATELEIRA 04 X 05 - BRANCO
715	SUP PARA PRATELEIRA 06 X 08 - BRANCO
716	ABRAC INCA TIPO U 4 INCH UNIDADE
717	ABRAC PLASNETAL TIPO U PVC DN 25MM
718	BANDEJA METASUL P/PINTURA MED 20X26CM
719	BOTA CRIVAL QT BID ELAST S/BIC N39 CAFE
720	BOTA CRIVAL QT BID ELAST S/BIC N41 CAFE
721	BOTA CRIVAL QT BID ELAST S/BIC N43 CAFE
722	BOTA CRIVAL QT BID ELAST S/BIC N44 CAFE
723	SUP PARA PRATELEIRA 08 X 10 - BRANCO
724	SUP PARA PRATELEIRA 10 X 12 - BRANCO
725	SUP PARA PRATELEIRA 12 X 14 - BRANCO
726	SUP PARA PRATELEIRA PRETO - 04 X 05"
727	SUP PARA PRATELEIRA PRETO - 06 X 08"
728	SUP PARA PRATELEIRA PRETO - 08 X 10"
729	SUP PARA PRATELEIRA PRETO - 10 X 12"
730	SUP PARA PRATELEIRA PRETO - 12 X 14"
731	TALHADEIRA 25CM X 16MM CHATA FERTAK
732	TESOURA CHAPA AVIACAO 10 FERTAK
733	CHAVE TESTE DIGITAL SIGMA/FERTAK
734	TORNEIRA EM LIGA DE ZINCO 1/2 FERTAK
735	TORNEIRA EM LIGA DE ZINCO 3/4
736	TRENA EMBORRACHADA 5 M X 24 MM FERTAK
737	TORNEIRA ESF P/ TANQ E MAQ 1/2 E 3/4
738	TRENA HOBBY 3 M X 13 MM FERTAK
739	TRENA ROLO EM ESTOJO DE PVC 10M FERTAK
740	SERRA COPO KIT 9PCS FERTAK
741	PEDRA AFIAR DUPLA FACE RET 8X2X1 FERTAK
742	ANCINHO CISCADOR 18D PLASTC FLORA#
743	CABO ROMANI MADEIRA P/ENXADA 1,40M
744	CABO ROMANI PLASTICO P/PA Y 0,73CM
745	QUADRO DISTR INPLAST O1 DISJ BRANCO
746	BUCHA 12 FIXDURA D - FISCHER
747	CHUVEIRO FRANMIG PLASTICO 9" CR
748	CORDAO FORTECON PARAL 2X1,0M
749	CORDAO TOP PRIME PARAL 2X1,5MM#
750	CORDAO TOP PRIME PARAL 2X2,5MM#
751	CX PLASNETAL DE INSPECAO P/ATERRAMENTO
752	DESEMP ACO 12X25CM DENT CB DUPLO LOTUS
753	DOBRADICA SILVANA CANTO 850X2.1/2" ZIN
754	ESPATULA MOMFORT ACO INOX 60MM CB PVC
755	ESPATULA MOMFORT ACO INOX N10 CB PVC
756	FILTRO NATICON DE LINHA 5 TOM 1M PR
757	GRAMP MIGELAO FIO 0,5 A 1,5MM BR 15PC RI
758	GRAMPO 2,5 A 4,0MM FIXAFIO PREGO C BR RI
759	FERROLHO ISERO REDONDO 2" NIQ
760	FERROLHO ISERO RED 2.1/2" NIQ
761	FERROLHO ISERO RED 3" FLO
762	FERROLHO ISERO RED 3" NIQ
763	FERROLHO ISERO RED 4" NIQ
764	FERROLHO ISERO RED 5" NIQ
765	TARJ ISERO FERRO 2" FLO
766	TARJ ISERO FERRO 2" PR
767	TARJ ISERO FERRO 3" FLO
768	TARJ ISERO FERRO 3" PR
769	QUADRO DIST.ROMAZI PARA 1 DINJ.
770	NIVELADOR P/PISO CORTAG SLIM 1,0MM C 100
771	ABRACA.PLASNETAL TIPO U PVC DN32 C/100
772	TARJETA ZINCADA 2.1/2  UNIDADE
773	SILV FERROLHO TARJETA ZINC 3"
774	METALVI FERR.FIO RED.ZIN. '4'
775	FERROLHO FIO RED ZIN.500X5 SILV
776	ABRACA.PLASNETAL TIPO U PVC DN20 C/100
777	DOBRADICA SILVANA 850X3.1/2 ZINC UND
778	DOBRADICA SILV CANTO FZOE 850X2.1/2
779	APLICADOR DE MASSAS CASTRO PLAST. 7X13CM
780	DESEMPENADEIRA ACO THOMPSON C/PLAS.LISA
781	ESPATULA ACO POLI CB PLAST 4" FLEX LOTUS
782	ESPATULA ACO POLI CB PLAST 3" FLEX LOTUS
783	PROTETOR AUDIT. PLUG COPOLIMERO PLASTCOR
784	PROTETOR P/TOMADA ROMAZI
785	PLUGUE MACHO 2P COLOR 10A TRAMONT
786	PLUGUE FEMEA 2P 10A COLOR TRAMOTINA
787	TAMPA TAF P/CX MON COSERN VISOR VID
788	CX LUZ MONO.INPLAST NEO ENERG. BA/PE/RN
789	COLHER PEDREIRO 9" CANTO REDONDO PACETTA
790	CHUVEIRO REBOUCAS N4 BR S/REGISTRO
791	CX LUZ TRIF.POL.+TAMPATAF NEO BA/PE/RN
792	LINHA PEDREIRO LISA MAZZAFERRO C/100MTS
793	CABO MINASUL P/MACHADO 0.95 MT
794	CABO ROMANI MAD P/ PICARE/CHIB 98CM BUCH
795	CILINDRO STAM CROMADO BUZ.601/603 90MM
796	REBITE ALUMINIO JOMARCA 4,0X16.0
797	REBITE ALUMINIO JOMARCA 4,0X14.0 UND
798	REBITE REPUXO ALUMINIO 4 X 12MM JOMA/MAX
799	BUCHA 10 FIXDURA D - FISCHER
800	BUCHA 07 FIXDURA D - FISCHER
801	BUCHA P/FIXA PLAST N 06 UND
802	BUCHA P/FIX.PLAST.FIXDURA N05
803	SILV FERROLHO CHATO P/ CADEADO 700X5
804	FERROLHO CHATO P.CAD.700X5 UNID SILVANA
805	SILV FERROLHO CHATO P.CAD 460X4 ZIN
806	SILV FERROLHO CAHATO P.CAD460X3 ZIN
807	SILV PORTA CAD 300X 2.1/2" ZINC
808	ABRACA.ACO P/FLUOR.T08 DECORLUX
809	TRENA STARRETT DE BOLSO 19MMX5MM
810	REBITE ALUMINIO JOMARCA 4,8X22.0
811	REBITE ALUMINIO JOMARCA 4,0X19.0
812	FITA ISOLANTE DECORLUX VERMELHA 18MMX10M
813	FITA ISOLANTE DECORLUX AZUL 18MMX10M
814	FITA ISOLANTE DECORLUX BRANCO 18MMX10M
815	FITA ISOLANTE DECORLUX CINZA 18MMX10M
816	FITA ISOLANTE DECORLUX AMARELA 18MMX10M
817	MECANISMO ENTRAD MAST FL P/CX ACOP CENSI
818	MECANISMO DE SAIDA UNIV P/ CX ACOP CENSI
819	MECANISMO ENT POP F P/CAIXA ACOPLA CENSI
820	VEDANTE P/ CAIXA ACOPLADA
821	ANEL DE VEDACAO P/ BACIA SANITARIA CENSI
822	REPARO P/ REGISTRO N00 - 03001 DECA
823	ACIONADOR P/MEC. DE CAIXA ACOPLADA SAIDA
824	CASTELO P/MECANISMO SAIDA CONV.SUP.CENSI
825	SIFAO TUBO EXTENS DUP 0,74M BR CENSI
826	PARAFUSOS FIXACAO P/ CAIXAS ACOP CESI
827	KIT P/CAIXA ACOPLA ENT/SAI CONV POP CENS
828	SIFAO TUBO EXTENS 0,60 M BC C/SUP CENSI
829	KIT P/CAIXA ACOPLADA ENTRADA/SAIDA DUAL
830	TORNEIRA BOIA CONV P/ CX AGUA 1/2 E 3/4
831	REPARO P/REG N 01 PROLONG ACABDECA CENSI
832	MVS P/ REGIS PRESS N02 CARRAP PINO RC
833	MVS P/ REGIS PRES C/ CARRAP PIN N1
834	MODULO DE ROSCA N03 CENSI
835	MODULO DE ROSCA N04
836	MODULO DE ROSCA N06 CENSI
837	MODULO DE ROSCA N. 07 CENSI
838	MODULO DE ROSCA N08 CENSI
839	MODULO DE ROSCA N. 09 CENSI
840	MODULO DE ROSCA N11 CENSI
841	MODULO DE ROSCA N12 CENSI
842	BUCHA RED SOLD LONGA 50X32 FORT/PLAS/KRO
843	REPARO P/REG PROLONG.ACAB DECA N02 CENSI
844	TE RED SOLD 50X25MM FORTLEV
845	MVS REGISTRO DE PRESS 1/2 ''3/4 RSC N19
846	TE SOLD ROSCA 20X1/2 FORTLEV/KRONA/PLAST
847	T LATAO CROM ROSC FEM 1/2 X MAC 1/2
848	CURVA 90 CURTA ESG 75MM FORTLEV/TIGRE
849	REPARO P/ REGISTROS ACAB PADRAO RSC N34
850	CASTELO MVS P/REGI PRESS DEC 1/2''3/4N12
851	MVS S/CASTEL P/REGIS PRESS DECA 1/2''3/4
852	7581 FITA VEDA ROSCA 18MM X 10M CENSI
853	VEDANTE BORRAC P/REG E TORN 13/12 CENSI
854	KIT DE ANEIS ORING POTE ORGANIZAD
855	REPARO P/REGIST N 00 - 04012 DECA CENSI
856	MODULO DE ROSCA N05 CENSI
857	MODULO DE ROSCA N10 CENSI
858	MVS P/REGIS PRES 1/2 E 3/4 RSC N07 DOCOL
859	CARRAPETA TIPO PINO LATAO C/VEDANTE 15MM
860	ADAPTADOR FLANGE CX DAGUA 32X1 FORT/PLAS
861	ADAPTADOR FLANGE CX DAGUA 40X1.1/4 KRONA
862	ADAPT FLANGE CX DAGUA 50X1.1/2 FORT/KRON
863	BUCHA RED SOLD LONGA 50X25 FORT/KRO/TIG
864	JOELHO 45 SOLD 40MM FORTLEV/KRONA
865	JOELHO 45 SOLD 50MM FORTLEV/KRONA
866	JOELHO 90 SOLD 32MM FORTLEV/KRONA/PLAST
867	LUVA CORRER TUBO SOLD 25MM KRO/FORT/TIGR
868	TE RED SOLD 32X25MM FORTLEV/TIGRE
869	RED EXCENTR ESG 150X100MM FORTLEV/KRONA
870	TE REDUCAO ESG PR 100X50MM FORTLEV/KRONA
871	TORNEIRA BOIA HASTE ALUMINIO FORTLEV
872	CAIXA SIFONA PG 100X100X50 BR QUAD TIGRE
873	CAIXA SIF NR13 100X150X50 QUAD.C/GRE KRO
874	CAIXA DE LUZ OCTAGONAL 4X4 FORTLEV/TRAMO
875	FURADEIRA IMP.1/2560W V VR 220V C/MALETA
876	LAPIS CARPINTEIRO  IRWIN#
877	BROCA ACO RAPIDO" 7/64" - STANLEY
878	BROCA ACO RAPIDO 1/8 - IRWIN
879	BROCA ACO RAPIDO 9/64 - IRWIN
880	BROCA ACO RAPIDO 5/32 - IRWIN
881	BROCA ACO RAPIDO 11/64 IRWIN
882	BROCA ACO RAPIDO 3/16 - IRWIN
883	BROCA AR ANSI 13/64 IRWIN
884	BROCA AR ANSI IRWIN 7/32 SP
885	BROCA ACO RAPIDO 15/64 - STANLEY
886	BROCA ACO RAPIDO 1/4 - STANLEY/IRWIN
887	PLAINA BLACK & DECKER 650W 220V
888	BROCA ACO RAPIDO 17/64 - IRWIN
889	BROCA AR ANSI IRWIN 9/32 SP
890	BROCA ACO RAPIDO 19/64 - IRWIN
891	BROCA ACO RAPIDO 5/16 - STANLEY/IRWIN
892	BROCA ACO RAPIDO " 3/8" - IRWIN
893	BROCA AR ANSI 56X1/2 SP IRWIN
894	CORTADOR DE PISO IRWIN 3 50V 50CM
895	TRENA STANDARD IRWIN 5M/ 16FTX3/4
896	TRENA STANDARD 8M/ 26FTX1 IRWIN
897	SERRA MARMORE BLACK &  115MM 1100 W 220V
898	BROCA MD IRWIN 90X050MM SP
899	BROCA MD 100X060MM IRWIN
900	BROCA MD 100X070MM 9/32 SP IRWIN
901	BROCA MD 120X080MM 5/16 SP IRWIN
902	BROCA MD 150X100MM S P IRWIN
903	BROCA MD 150X12.0MM  SP IRWIN
904	SERRA TICO TICO BLACK & DECKER 420W 220V
905	PARAFUSAD/FURAD.12V C/13 ACES.BLACK & DE
906	FURADEIRA IMP.3/8(10MM) 560W 220V BLACK
907	LIXADEIRA ORBITA 220V 1/4 FOLHA LIXA BLA
908	LAVADORA PRESSAO MAX 1.8 12LIB 1600W 220
909	BROCA AR ANSI IRWIN 1/16 SP
910	BROCA AR ANSI IRWIN 5/64 SP
911	BROCA ACO RAPIDO 3/32 - STANLEY
912	UNIAO SOLDAVEL 32MM FORTLEV/PLASTU/TIGRE
913	UNIAO SOLDAVEL 50MM FORTLEV/PLASTUBO
914	UNIAO SOLDAVEL 20MM FORTLEV/PLAST/TIGRE
915	UNIAO SOLDAVEL 25MM PLASTUBO/FORTLEV
916	UNIAO SOLDAVEL 40MM FORT/PLAST/TIGRE
917	LUVA SOLD C/ ROSCA 32X1 FORT/PLAST
918	JANELA 100X100 2FL VID CAN NAT SLIM
919	JANELA 80X120 2FL VID LISO NAT SLIM
920	BASCULANTE 40X40 1ART CAN NAT LIDER
921	TELHA OND 5MM 2,44X1,10M BRASILIT CRFS
922	ARAME RECOZIDO 18 C/1KG VONDER
923	REJUNTE CERAMICAS MARROM CAFE 1KG QUARTZ
924	TE SOLD BCH LATAO 20X1/2 KRONA/FORT/TIGR
925	CURVA 90 LONGA ESG 75MM PLAST/FORTLEV
926	CAIXA RETANG 4X2 FLEX AMAREL TIGRE
927	ADAPTADOR FLANGE CX DAGUA 20X1/2 FORTLEV
928	ADAPTADOR FLANGE CX DAGUA 25X3/4 FORTLEV
929	ELETRODUT CORRU PVC TFLEX 25MM 50M TIGRE
930	ADAPT SOLD CURTO 20X1/2 KRO/TIGR/PLA/FOR
931	ADAPTADOR SOLD CURTO 25X3/4 KRONA
932	CAIXA DESCARGA BRANCO 000 S/ENG V2 TIGRE
933	ADAPTADOR SOLD CURTO 32 X 1 KRONA
934	ADAPT SOLD CURT 40X1.1/4 FORT/KRON/TIGRE
935	ADAPTADOR SOLD CURT 50X1.1/2 FORT/KRON
936	DUCHA PLAST 4 BRANCO TIGRE
937	BUCHA RED EXC ESG 50X40 FORT/PLAS/KRO
938	BUCHA RED SOLD CURT 32X25MM TIG/PLAS/KRO
939	BUCHA RED SOLD CURTA 50X40 FORT/KRO/PLAS
940	BUCHA RED SOLD LONGA 40X25 FORT/PLAS/TIG
941	VALV BR 7/8 P LAVAT C E S LADRAO TIGRE
